company_name,inventory_month,month,total_opening_value,avg_opening_value,total_receipt_value,avg_receipt_value,total_issue_value,avg_issue_value,total_closing_value,avg_closing_value
GLASS VAN,2024-01-01,January,0.0,0.0,265.0,343.33,290.0,373.33,0.0,0.0
PRIDE&PRIME PHARMACEUTICAL,2024-01-01,January,12499.71,12499.71,0.0,0.0,0.0,0.0,12499.71,12499.71
CARE GROUP,2024-01-01,January,1396.3,3544.18,0.0,0.0,720.0,1810.0,752.3,2008.91
REGAL LABORATORIES,2024-01-01,January,0.0,0.0,550.0,576.67,620.0,620.0,0.0,0.0
TAS MED(INDIA)PVT.LTD(VALL,2024-01-01,January,3321.52,15820.6,7746.68,-748.75,4893.65,4314.52,6493.07,11024.99
ENTOD GLOTEK DIVISION,2024-01-01,January,17383.3,16478.82,16730.15,24592.9,10866.4,28284.43,25335.17,19260.51
HICARE PHARMA,2024-01-01,January,25420.01,36880.74,24506.5,16564.68,8908.02,22929.79,41546.39,33607.13
AMNEAL HEALTHCARE PVT LTD,2024-01-01,January,0.0,0.0,44386.0,44386.0,0.0,0.0,44386.0,44386.0
TEKAY PRODUCTS,2024-01-01,January,0.0,66.67,200.0,133.33,0.0,160.0,200.0,66.67
ENTOD PHAMA(ENSIGHT),2024-01-01,January,67179.07,83184.05,105119.88,102794.67,103938.48,130329.7,84414.33,77964.19
SENSES PHARMACEUTICALS LTD,2024-01-01,January,66213.29,66631.34,30548.4,37517.31,48918.21,50199.24,53625.49,60155.58
AICE HEALTH CARE PVT LTD,2024-01-01,January,8713.88,4356.94,8400.19,10405.83,8629.12,6466.2,9453.17,9083.53
AUROLAB,2024-01-01,January,7482.45,6816.27,17293.9,13371.07,14700.53,13436.68,12555.64,9042.87
3MIL,2024-01-01,January,0.0,0.0,270.0,335.0,0.0,235.0,270.0,135.0
BERRY&HERBS PHARMA PVT LTD,2024-01-01,January,34324.73,27033.15,0.0,5868.33,7295.12,5658.61,27625.06,27580.06
FSD CARE PHRAMA PVT LTD,2024-01-01,January,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2024-01-01,January,102802.44,147357.86,124339.0,63709.21,69265.78,89231.4,169360.6,135346.26
RANBAXY,2024-01-01,January,0.0,283.33,425.0,1133.33,460.0,1226.67,0.0,283.33
SUNWAYS PHARMACEUTICALS(OR,2024-01-01,January,50423.95,53245.56,54049.09,40597.61,44144.99,42994.51,64829.33,56033.55
TASMED(INDIA) PVT.LTD(ASPI,2024-01-01,January,2136.47,3341.65,6573.74,4108.59,2326.32,3757.91,6573.74,3999.03
SHERINGS,2024-01-01,January,30151.14,24951.3,9547.5,25826.02,23817.12,30505.74,18585.75,23316.8
OCUZEN HEALTH CARE,2024-01-01,January,1846.94,1968.83,2194.2,1371.4,2289.94,1686.34,2578.34,2285.78
APPLE PHARMACEUTICALS,2024-01-01,January,3394.8,5701.5,10241.55,8558.55,0.0,5920.6,13636.35,8869.5
SUNWAYS PHARMACEUTICALS(RE,2024-01-01,January,84121.33,93109.42,49428.79,44847.22,57033.37,61242.86,82022.76,82993.11
ENTOD PHARMA-G TECH,2024-01-01,January,32898.16,32082.26,30217.2,26562.91,28323.1,27930.58,38278.49,34107.54
FDC,2024-01-01,January,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
DISPOVAN,2024-01-01,January,179.0,1181.83,2572.0,2843.17,3015.0,3582.67,0.0,741.83
TASMED (INDIA) PVT LTD(PAS,2024-01-01,January,20159.3,20172.93,11337.04,18913.13,16712.15,22000.84,15923.26,19188.76
HIMEDIA LABORATORIES PVT L,2024-01-01,January,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2024-01-01,January,0.0,378.0,972.0,864.0,1065.0,1188.33,0.0,162.0
ZIVIRA LABS PVT.LTD,2024-01-01,January,39402.51,38109.47,22316.1,17199.15,31228.87,27837.62,35133.84,37110.54
SHERWYN PHARMACEUTICALS PV,2024-01-01,January,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALKEM LABORATORIES LTD,2024-01-01,January,0.0,76.0,114.0,152.0,130.0,173.33,0.0,76.0
ETHICON,2024-01-01,January,0.0,0.0,2851.75,5191.84,0.0,4910.0,3174.7,1058.23
AUSTRAK PHARMA,2024-01-01,January,630.45,488.3,0.0,0.0,0.0,0.0,630.45,602.02
HINDUSTAN SYRINGS & MEDICA,2024-01-01,January,0.0,0.0,265.0,260.67,290.0,283.33,0.0,0.0
SURGICARE,2024-01-01,January,0.0,137.5,1650.0,962.5,1925.0,1112.5,0.0,137.5
LENORA GLOVE PVT.LTD,2024-01-01,January,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2024-01-01,January,62494.29,66869.72,62972.55,62886.05,80213.38,76578.81,57210.4,65172.59
SENTISS PHARMA PVT LTD,2024-01-01,January,0.0,0.0,43513.46,43513.46,0.0,0.0,38146.57,38146.57
SUNWAYS PHARMACEUTICALS,2024-01-01,January,172870.02,138193.24,111608.98,110778.54,139949.95,117296.32,150048.89,137147.82
EZTEST,2024-01-01,January,0.0,0.0,2100.0,3750.0,2800.0,4300.0,0.0,0.0
SHERWYN PHARMA(GENORA),2024-01-01,January,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2024-01-01,January,36115.67,34001.3,19765.41,24959.89,36026.13,29882.2,28188.99,35171.6
DYNAMIC TECHNO MEDICALS PV,2024-01-01,January,0.0,120.0,200.0,66.67,0.0,60.0,200.0,126.67
G.T.RAJ TEX,2024-01-01,January,0.0,210.0,630.0,350.0,730.0,473.33,0.0,140.0
ZIVIRA ASTRA DIVISION,2024-01-01,January,16037.19,18054.86,2308.44,423.71,1851.21,3628.52,26733.73,20069.68
INTAS PHARMACEUTICALS PVT,2024-01-01,January,0.0,0.0,400.0,400.0,600.0,566.67,0.0,0.0
AJANTA PHARMA LTD,2024-01-01,January,406.9,556.9,0.0,150.0,0.0,170.0,406.9,556.9
BAXTER INDIA PVT LTD,2024-01-01,January,49.0,49.0,0.0,0.0,0.0,0.0,49.0,49.0
SUBHAM PHARMACEUTICALS,2024-01-01,January,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2024-01-01,January,843.0,928.0,3053.5,5942.0,3966.0,6557.83,178.5,706.5
BORN HEALTHCARE PVT LTD,2024-01-01,January,25.25,25.25,378.75,210.42,420.0,233.33,25.25,25.25
MEDIKLIN HEALTHCARE LTD,2024-02-01,February,700.0,660.0,1040.0,626.67,1320.0,935.0,700.0,653.33
RAMAN&WEIL PVT LTD,2024-02-01,February,1425.0,1201.67,2345.0,1101.67,3820.0,1396.67,420.0,1090.0
3M,2024-02-01,February,1540.0,1026.67,0.0,513.33,0.0,0.0,1540.0,1540.0
SANGAM HEALTHCARE (SAFTI-N,2024-02-01,February,537.5,412.5,0.0,629.17,0.0,513.33,537.5,579.17
CHC,2024-02-01,February,0.0,233.33,420.0,233.33,540.0,666.67,0.0,0.0
CLARIS OSTUKA,2024-02-01,February,0.0,276.67,1344.0,3423.33,1200.0,3751.67,224.0,164.67
NEOMEDIX HEALTHCARE INDIA,2024-02-01,February,0.0,0.0,44044.72,44044.72,9110.0,9110.0,30925.72,30925.72
RAMSONS,2024-02-01,February,225.0,150.0,0.0,150.0,0.0,83.33,225.0,225.0
CIPLA,2024-02-01,February,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
PRIDE&PRIME PHARMACEUTICAL,2024-02-01,February,12499.71,12499.71,0.0,0.0,0.0,0.0,12499.71,12499.71
CARE GROUP,2024-02-01,February,752.3,2008.91,7574.88,2524.96,6742.4,3507.47,2319.74,1489.45
TAS MED(INDIA)PVT.LTD(VALL,2024-02-01,February,6493.07,11025.02,11283.01,1181.0,8927.12,6190.44,9524.1,6446.23
ENTOD GLOTEK DIVISION,2024-02-01,February,25335.17,19260.51,20814.08,24880.03,35008.63,30142.06,17989.09,20235.85
HICARE PHARMA,2024-02-01,February,41546.46,33607.15,28234.3,19827.1,41117.85,22243.29,34634.85,33867.08
AMNEAL HEALTHCARE PVT LTD,2024-02-01,February,44386.0,22193.0,0.0,22193.0,0.0,0.0,44386.0,44386.0
TEKAY PRODUCTS,2024-02-01,February,200.0,66.67,0.0,133.33,0.0,83.33,200.0,133.33
ENTOD PHAMA(ENSIGHT),2024-02-01,February,84414.37,77964.23,102372.26,100590.58,141983.94,125685.08,69681.0,73758.11
SENSES PHARMACEUTICALS LTD,2024-02-01,February,53625.49,60155.6,49674.75,41959.34,42442.59,46048.89,66756.4,62198.39
AICE HEALTH CARE PVT LTD,2024-02-01,February,9453.17,6055.68,20699.95,13837.2,4865.78,5932.73,23563.8,13910.28
AUROLAB,2024-02-01,February,12555.64,9042.87,7628.4,12573.37,11317.02,13820.08,10889.28,10309.12
3MIL,2024-02-01,February,270.0,90.0,0.0,223.33,0.0,156.67,270.0,180.0
BERRY&HERBS PHARMA PVT LTD,2024-02-01,February,27625.13,27580.11,91342.0,36315.67,84506.19,31807.54,44169.94,35373.22
FSD CARE PHRAMA PVT LTD,2024-02-01,February,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2024-02-01,February,169360.72,135346.36,105397.2,99953.33,121118.57,102540.02,173329.5,148497.5
RANBAXY,2024-02-01,February,0.0,283.33,1275.0,991.67,1380.0,1380.0,0.0,0.0
SUNWAYS PHARMACEUTICALS(OR,2024-02-01,February,64829.38,56033.56,75403.53,56017.14,96053.6,62462.9,55573.25,56942.18
TASMED(INDIA) PVT.LTD(ASPI,2024-02-01,February,6573.74,3999.03,3286.87,4108.59,7157.92,4473.7,3286.87,3999.03
GERMAN REMEDIES PHARMACEUT,2024-02-01,February,0.0,130.0,390.0,390.0,440.0,440.0,0.0,130.0
SHERINGS,2024-02-01,February,18585.75,23316.8,30600.9,29071.39,22045.38,29299.54,29138.02,25958.3
FDC,2024-02-01,February,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
OCUZEN HEALTH CARE,2024-02-01,February,2578.34,2285.78,0.0,731.4,1311.5,1518.49,1773.8,2066.36
APPLE PHARMACEUTICALS,2024-02-01,February,13636.35,8869.5,0.0,5077.05,3518.2,5226.67,10404.0,9145.05
DISPOVAN,2024-02-01,February,0.0,741.83,2157.0,2150.67,2340.0,3075.0,0.0,59.67
SUNWAYS PHARMACEUTICALS(RE,2024-02-01,February,82022.85,82993.17,36963.5,45886.87,55534.38,56396.69,71359.77,79167.94
ENTOD PHARMA-G TECH,2024-02-01,February,38278.49,34107.54,28594.24,30329.19,37515.68,33689.55,32726.27,34634.31
TASMED (INDIA) PVT LTD(PAS,2024-02-01,February,15923.26,19188.78,18717.25,14480.1,17017.26,16639.34,19675.12,18585.89
HIMEDIA LABORATORIES PVT L,2024-02-01,February,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2024-02-01,February,0.0,162.0,3105.0,1467.0,2840.0,1601.67,579.0,193.0
ZIVIRA LABS PVT.LTD,2024-02-01,February,35133.87,37110.57,5853.2,18178.83,23757.64,26064.38,19690.12,31408.8
SHERWYN PHARMACEUTICALS PV,2024-02-01,February,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALKEM LABORATORIES LTD,2024-02-01,February,0.0,76.0,276.0,130.0,294.0,228.0,0.0,0.0
ETHICON,2024-02-01,February,3174.7,1058.23,1120.0,3437.56,1340.0,2886.67,3174.7,2116.47
AUSTRAK PHARMA,2024-02-01,February,630.45,602.02,0.0,0.0,0.0,0.0,630.45,630.45
LENORA GLOVE PVT.LTD,2024-02-01,February,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2024-02-01,February,57210.4,65172.59,91147.29,68060.61,85126.89,80030.32,76602.0,65435.56
SENTISS PHARMA PVT LTD,2024-02-01,February,38146.65,19073.33,57600.0,50556.73,3612.08,1806.04,92666.23,65406.4
SUNWAYS PHARMACEUTICALS,2024-02-01,February,150049.07,137147.96,44041.05,94397.86,106310.42,98807.37,95764.44,139561.05
SHERWYN PHARMA(GENORA),2024-02-01,February,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2024-02-01,February,28188.99,35171.6,58184.25,36226.8,24916.64,35070.73,65753.01,43352.56
DYNAMIC TECHNO MEDICALS PV,2024-02-01,February,200.0,126.67,0.0,66.67,0.0,60.0,200.0,133.33
G.T.RAJ TEX,2024-02-01,February,0.0,140.0,420.0,350.0,500.0,563.33,0.0,0.0
ZIVIRA ASTRA DIVISION,2024-02-01,February,26733.86,20069.76,0.0,2176.75,5130.58,3887.76,22519.96,21763.61
JMS CO LTD,2024-02-01,February,0.0,0.0,1990.0,3389.33,2200.0,3713.33,0.0,0.0
AJANTA PHARMA LTD,2024-02-01,February,406.9,556.9,0.0,0.0,0.0,170.0,406.9,406.9
BECTON DICKINSON & COMPANY,2024-02-01,February,0.0,670.0,670.0,2010.0,720.0,2160.0,0.0,670.0
BAXTER INDIA PVT LTD,2024-02-01,February,49.0,49.0,0.0,0.0,0.0,0.0,49.0,49.0
SUBHAM PHARMACEUTICALS,2024-02-01,February,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2024-02-01,February,178.5,706.5,12003.0,6466.33,12779.5,7209.33,127.5,383.0
BORN HEALTHCARE PVT LTD,2024-02-01,February,25.25,25.25,0.0,210.42,0.0,233.33,25.25,25.25
MEDIKLIN HEALTHCARE LTD,2024-03-01,March,700.0,653.33,-560.0,346.67,0.0,615.0,140.0,513.33
RAMAN&WEIL PVT LTD,2024-03-01,March,420.0,1090.0,-290.0,685.0,0.0,1273.33,0.0,615.0
3M,2024-03-01,March,1540.0,1540.0,-1540.0,-513.33,0.0,0.0,0.0,1026.67
SANGAM HEALTHCARE (SAFTI-N,2024-03-01,March,537.5,579.17,0.0,416.67,0.0,513.33,537.5,537.5
CHC,2024-03-01,March,0.0,0.0,280.0,326.67,440.0,446.67,0.0,0.0
CLARIS OSTUKA,2024-03-01,March,224.0,164.67,181.0,657.67,450.0,810.0,0.0,74.67
NEOMEDIX HEALTHCARE INDIA,2024-03-01,March,30925.72,15462.86,0.0,22022.36,1987.0,5548.5,28065.02,29495.37
RAMSONS,2024-03-01,March,225.0,225.0,-225.0,-75.0,0.0,0.0,0.0,150.0
CIPLA,2024-03-01,March,2369.66,2369.66,-2369.65,-789.88,0.0,0.0,0.0,1579.77
PRIDE&PRIME PHARMACEUTICAL,2024-03-01,March,12499.71,12499.71,0.0,0.0,0.0,0.0,12499.71,12499.71
CARE GROUP,2024-03-01,March,2319.74,1489.45,4440.0,4004.96,0.0,2487.47,6759.74,3277.26
REGAL LABORATORIES,2024-03-01,March,0.0,0.0,1180.0,773.33,1240.0,826.67,0.0,0.0
TAS MED(INDIA)PVT.LTD(VALL,2024-03-01,March,9524.1,6446.23,0.0,6343.23,2724.46,5515.08,6942.98,7653.38
ENTOD GLOTEK DIVISION,2024-03-01,March,17989.09,20235.85,6562.71,14702.31,17279.55,21051.53,14679.05,19334.44
HICARE PHARMA,2024-03-01,March,34634.85,33867.11,24085.21,25608.67,58988.47,36338.11,9087.04,28422.76
AMNEAL HEALTHCARE PVT LTD,2024-03-01,March,44386.0,29590.67,0.0,14795.33,4296.0,1432.0,40090.0,42954.0
TEKAY PRODUCTS,2024-03-01,March,200.0,133.33,-200.0,0.0,0.0,0.0,0.0,133.33
ENTOD PHAMA(ENSIGHT),2024-03-01,March,69681.1,73758.18,114721.86,107404.67,132537.66,126153.36,77440.36,77178.56
SENSES PHARMACEUTICALS LTD,2024-03-01,March,66756.45,62198.41,94555.73,58259.63,84914.3,58758.37,88206.81,69529.57
AICE HEALTH CARE PVT LTD,2024-03-01,March,23563.8,13910.28,12536.0,13878.71,11438.03,8310.98,24494.46,19170.48
AUROLAB,2024-03-01,March,10889.28,10309.12,14579.5,13167.27,22529.4,16182.32,6989.12,10144.68
3MIL,2024-03-01,March,270.0,180.0,0.0,90.0,0.0,0.0,270.0,270.0
BERRY&HERBS PHARMA PVT LTD,2024-03-01,March,44170.04,35373.3,33498.0,41613.33,44809.16,45536.82,36861.34,36218.78
FSD CARE PHRAMA PVT LTD,2024-03-01,March,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2024-03-01,March,173329.79,148497.65,120929.1,116888.43,120958.34,103780.9,193991.74,178893.95
SUNWAYS PHARMACEUTICALS(OR,2024-03-01,March,55573.26,56942.2,8774.65,46075.76,37660.63,59286.41,30584.33,50328.97
TASMED(INDIA) PVT.LTD(ASPI,2024-03-01,March,3286.87,3999.03,0.0,3286.87,3578.96,4354.4,0.0,3286.87
FDC,2024-03-01,March,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
SHERINGS,2024-03-01,March,29138.02,25958.3,8135.4,16094.6,21841.06,22567.85,17580.46,21768.08
DISPOVAN,2024-03-01,March,0.0,59.67,1048.0,1925.67,1140.0,2165.0,0.0,0.0
SOMA SCIENTIFICS&SURGICALS,2024-03-01,March,0.0,0.0,122.0,122.0,150.0,150.0,0.0,0.0
OCUZEN HEALTH CARE,2024-03-01,March,1773.8,2066.36,3291.3,1828.5,3188.72,2263.39,2980.58,2444.24
APPLE PHARMACEUTICALS,2024-03-01,March,10404.0,9145.05,0.0,3413.85,5929.0,3149.07,4959.0,9666.45
SUNWAYS PHARMACEUTICALS(RE,2024-03-01,March,71359.77,79167.98,-60.27,28777.34,39540.1,50702.62,36319.29,63233.94
CADILA,2024-03-01,March,0.0,0.0,126.0,231.0,140.0,256.67,0.0,0.0
ENTOD PHARMA-G TECH,2024-03-01,March,32726.27,34634.31,10762.77,23191.4,28361.89,31400.22,19244.4,30083.05
TASMED (INDIA) PVT LTD(PAS,2024-03-01,March,19675.12,18585.89,-813.37,9746.97,14410.8,16046.74,6163.75,13920.71
HIMEDIA LABORATORIES PVT L,2024-03-01,March,1168.75,1168.75,-1168.75,-389.58,0.0,0.0,0.0,779.17
THE RAMARAJU COTTON MILLS,2024-03-01,March,579.0,193.0,2220.0,2099.0,3035.0,2313.33,0.0,193.0
ZIVIRA LABS PVT.LTD,2024-03-01,March,19690.12,31408.83,10041.75,12737.02,21896.35,25627.62,18833.62,24552.53
SHERWYN PHARMACEUTICALS PV,2024-03-01,March,515.9,515.9,-792.06,-264.02,0.0,0.0,0.0,343.93
ETHICON,2024-03-01,March,3174.7,2116.47,7619.28,3863.68,9360.0,3566.67,3174.7,3174.7
AUSTRAK PHARMA,2024-03-01,March,630.45,630.45,-362.12,-120.71,0.0,0.0,289.3,516.73
SURGICARE,2024-03-01,March,0.0,137.5,412.5,825.0,481.25,1112.5,0.0,0.0
LENORA GLOVE PVT.LTD,2024-03-01,March,662.5,662.5,-662.5,-220.83,0.0,0.0,0.0,441.67
WELNINNOV PHARMACEUTICALS,2024-03-01,March,0.0,0.0,13563.4,13563.4,1392.9,1392.9,11996.4,11996.4
APPASAMY OCULAR DEVICES P,2024-03-01,March,76602.08,65435.59,33891.35,62670.4,68111.09,77817.12,53469.65,62427.35
SENTISS PHARMA PVT LTD,2024-03-01,March,92666.5,43604.38,57244.0,52785.82,23524.01,9045.36,129687.9,86833.57
SUNWAYS PHARMACEUTICALS,2024-03-01,March,95764.49,139561.19,28028.26,61226.1,52048.86,99436.41,78528.57,108113.97
SHERWYN PHARMA(GENORA),2024-03-01,March,38.58,38.58,-37.93,-12.64,0.0,0.0,0.0,25.72
ENTOD PHARMACEUTICALS LTD,2024-03-01,March,65753.09,43352.58,-2762.74,25062.31,28120.65,29687.81,39761.0,44567.67
DYNAMIC TECHNO MEDICALS PV,2024-03-01,March,200.0,133.33,-200.0,0.0,0.0,0.0,0.0,133.33
ZIVIRA ASTRA DIVISION,2024-03-01,March,22520.0,21763.68,10558.86,4289.1,26458.65,11146.81,6229.07,18494.25
JMS CO LTD,2024-03-01,March,0.0,0.0,1194.0,1724.67,1320.0,1906.67,0.0,0.0
AJANTA PHARMA LTD,2024-03-01,March,406.9,406.9,0.0,0.0,0.0,0.0,406.9,406.9
BECTON DICKINSON & COMPANY,2024-03-01,March,0.0,670.0,1675.0,781.67,1800.0,1560.0,0.0,0.0
BAXTER INDIA PVT LTD,2024-03-01,March,49.0,49.0,-49.0,-16.33,0.0,0.0,0.0,32.67
SUBHAM PHARMACEUTICALS,2024-03-01,March,6060.76,6060.76,-6647.71,-2215.9,0.0,0.0,0.0,4040.51
NEON LABORATORIES LTD,2024-03-01,March,127.5,383.0,1695.0,5583.83,2420.0,6388.5,0.0,102.0
BORN HEALTHCARE PVT LTD,2024-03-01,March,25.25,25.25,-19.0,119.92,0.0,140.0,0.0,16.83
MEDIKLIN HEALTHCARE LTD,2024-04-01,April,140.0,513.33,0.0,160.0,0.0,440.0,140.0,326.67
RAMAN&WEIL PVT LTD,2024-04-01,April,0.0,615.0,3265.0,1773.33,3721.0,2513.67,0.0,140.0
SANGAM HEALTHCARE (SAFTI-N,2024-04-01,April,537.5,537.5,0.0,0.0,0.0,0.0,537.5,537.5
CLARIS OSTUKA,2024-04-01,April,0.0,74.67,382.0,635.67,420.0,690.0,0.0,74.67
NEOMEDIX HEALTHCARE INDIA,2024-04-01,April,28065.02,19663.58,41920.1,28654.94,4487.0,5194.67,63749.42,40913.39
PRIDE&PRIME PHARMACEUTICAL,2024-04-01,April,12499.71,12499.71,0.0,0.0,0.0,0.0,12499.71,12499.71
CARE GROUP,2024-04-01,April,6759.74,3277.26,0.0,4004.96,170.0,2304.13,6611.74,5230.41
TAS MED(INDIA)PVT.LTD(VALL,2024-04-01,April,6956.87,7658.01,7381.98,6221.66,5394.45,5682.01,9796.07,8754.38
ENTOD GLOTEK DIVISION,2024-04-01,April,14139.75,19154.67,43555.52,23644.1,35194.58,29160.92,29265.04,20644.39
HICARE PHARMA,2024-04-01,April,8894.3,28358.54,14946.6,22422.04,13708.79,37938.37,16092.09,19937.99
AMNEAL HEALTHCARE PVT LTD,2024-04-01,April,40090.0,42954.0,0.0,0.0,0.0,1432.0,40090.0,41522.0
TEKAY PRODUCTS,2024-04-01,April,0.0,133.33,240.0,13.33,300.0,100.0,0.0,66.67
ENTOD PHAMA(ENSIGHT),2024-04-01,April,79397.39,77830.95,65618.95,94237.69,78207.71,117576.44,79379.14,75500.17
SENSES PHARMACEUTICALS LTD,2024-04-01,April,88021.35,69467.76,33586.5,59272.33,62202.23,63186.37,67955.72,74306.31
AICE HEALTH CARE PVT LTD,2024-04-01,April,23120.78,18712.58,0.0,11078.65,2865.19,6389.67,20537.45,22865.24
AUROLAB,2024-04-01,April,7057.72,10167.55,7960.3,10056.07,8083.16,13976.53,8498.4,8792.27
3MIL,2024-04-01,April,270.0,270.0,0.0,0.0,0.0,0.0,270.0,270.0
BERRY&HERBS PHARMA PVT LTD,2024-04-01,April,36023.93,35939.7,33498.0,52779.33,23579.21,50964.85,49143.94,43391.74
LAVUE PHARMA. PVT LTD,2024-04-01,April,0.0,0.0,35140.6,35140.6,0.0,0.0,35140.6,35140.6
FSD CARE PHRAMA PVT LTD,2024-04-01,April,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2024-04-01,April,195224.6,179305.04,173385.4,133237.23,157519.2,133198.7,237584.14,201635.13
FDC,2024-04-01,April,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
SUNWAYS PHARMACEUTICALS(OR,2024-04-01,April,30584.72,50329.12,72938.67,52372.28,54445.1,62719.78,56447.83,47535.14
TASMED(INDIA) PVT.LTD(ASPI,2024-04-01,April,0.0,3286.87,8217.17,3834.68,5368.44,5368.44,3286.87,2191.25
SHERINGS,2024-04-01,April,17367.57,21697.11,13476.5,17404.27,13785.73,19224.06,18796.42,21838.3
OCUZEN HEALTH CARE,2024-04-01,April,2980.58,2444.24,3291.3,2194.2,3241.54,2580.59,4150.82,2968.4
APPLE PHARMACEUTICALS,2024-04-01,April,4959.0,9666.45,13602.6,4534.2,14580.0,8009.07,5487.43,6950.14
SUNWAYS PHARMACEUTICALS(RE,2024-04-01,April,36439.47,63274.03,14924.5,17275.91,21569.88,38881.45,34962.39,47547.15
CADILA,2024-04-01,April,0.0,0.0,126.0,189.0,0.0,163.33,126.0,42.0
ENTOD PHARMA-G TECH,2024-04-01,April,18009.86,29671.54,50234.96,29863.99,42803.1,36226.89,29597.43,27189.37
EYEKENZ HEALTHCARE PVT LTD,2024-04-01,April,0.0,0.0,361346.21,361346.21,33259.6,33259.6,321434.32,321434.32
DISPOVAN,2024-04-01,April,0.0,0.0,786.0,1330.33,465.0,1315.0,358.0,119.33
TASMED (INDIA) PVT LTD(PAS,2024-04-01,April,6163.76,13920.71,5853.77,7919.22,11346.62,14258.23,1932.42,9257.1
THE RAMARAJU COTTON MILLS,2024-04-01,April,0.0,193.0,324.0,1883.0,360.0,2078.33,0.0,193.0
ZIVIRA LABS PVT.LTD,2024-04-01,April,23162.99,25995.66,39389.7,18428.22,35602.13,27085.37,29301.97,22608.57
ETHICON,2024-04-01,April,3174.7,3174.7,0.0,2913.09,0.0,3566.67,3174.7,3174.7
AUSTRAK PHARMA,2024-04-01,April,289.3,516.73,0.0,-120.71,0.0,0.0,289.3,403.02
WELNINNOV PHARMACEUTICALS,2024-04-01,April,11996.4,5998.2,3907.4,8735.4,5400.21,3396.56,11056.2,11526.3
APPASAMY OCULAR DEVICES P,2024-04-01,April,54587.92,62800.13,36446.78,53828.47,39507.27,64248.42,57362.5,62478.05
SENTISS PHARMA PVT LTD,2024-04-01,April,129170.38,86661.18,82381.0,65741.67,67096.68,31410.92,154108.29,125487.47
SUNWAYS PHARMACEUTICALS,2024-04-01,April,79224.07,108345.88,59099.78,43723.03,73187.32,77182.2,77429.97,83907.66
ENTOD PHARMACEUTICALS LTD,2024-04-01,April,39804.49,44582.19,35357.11,30259.54,55810.65,36282.65,38251.31,47921.77
G.T.RAJ TEX,2024-04-01,April,0.0,0.0,210.0,420.0,250.0,493.33,0.0,0.0
ZIVIRA ASTRA DIVISION,2024-04-01,April,6300.2,18518.02,165.97,3574.94,4846.04,12145.09,2836.74,10528.59
JMS CO LTD,2024-04-01,April,0.0,0.0,398.0,1194.0,440.0,1320.0,0.0,0.0
AJANTA PHARMA LTD,2024-04-01,April,406.9,406.9,0.0,0.0,0.0,0.0,406.9,406.9
BECTON DICKINSON & COMPANY,2024-04-01,April,0.0,0.0,335.0,893.33,370.0,963.33,0.0,0.0
BORN HEALTHCARE PVT LTD,2024-04-01,April,0.0,16.83,505.0,162.0,560.0,186.67,0.0,8.42
MEDIKLIN HEALTHCARE LTD,2024-05-01,May,140.0,326.67,0.0,-186.67,0.0,0.0,140.0,140.0
RAMAN&WEIL PVT LTD,2024-05-01,May,0.0,140.0,2210.0,1728.33,2600.0,2107.0,0.0,0.0
SANGAM HEALTHCARE (SAFTI-N,2024-05-01,May,537.5,537.5,0.0,0.0,0.0,0.0,537.5,537.5
CLARIS OSTUKA,2024-05-01,May,0.0,74.67,382.0,315.0,420.0,430.0,0.0,0.0
NEOMEDIX HEALTHCARE INDIA,2024-05-01,May,63749.42,40913.39,0.0,13973.37,0.0,2158.0,63749.42,51854.62
PRIDE&PRIME PHARMACEUTICAL,2024-05-01,May,12499.71,12499.71,0.0,0.0,0.0,0.0,12499.71,12499.71
CARE GROUP,2024-05-01,May,6611.74,5230.41,0.0,1480.0,4620.0,1596.67,2467.74,5279.74
